k,context,next,probability
2,ol,m,0.00711744
2,ol,n,0.00355872
2,ol,o,0.13523132
2,ol,s,0.02135231
2,ol,t,0.01423488
2,ol,u,0.07117438
2,ol,v,0.03914591
2,ol,y,0.02846975
2,om,</s>,0.09225092
2,om,a,0.07749077
2,om,b,0.04059041
2,om,e,0.17343173
2,om,f,0.00738007
2,om,i,0.09594096
2,om,m,0.16974170
2,om,o,0.04797048
2,om,p,0.25830258
2,om,s,0.02583026
2,om,y,0.01107011
2,on,</s>,0.43058161
2,on,a,0.05440901
2,on,c,0.01782364
2,on,d,0.03470919
2,on,e,0.05065666
2,on,f,0.01969981
2,on,g,0.02532833
2,on,i,0.02439024
2,on,j,0.00093809
2,on,k,0.00093809
2,on,l,0.00281426
2,on,m,0.00281426
2,on,n,0.01313321
2,on,o,0.01031895
2,on,p,0.00093809
2,on,r,0.00093809
2,on,s,0.21482176
2,on,t,0.06472795
2,on,u,0.00093809
2,on,v,0.01594747
2,on,w,0.00187617
2,on,y,0.01031895
2,on,z,0.00093809
2,oo,</s>,0.05333333
2,oo,d,0.12666667
2,oo,f,0.02000000
2,oo,g,0.00666667
2,oo,k,0.22666667
2,oo,l,0.11333333
2,oo,m,0.09333333
2,oo,n,0.06000000
2,oo,o,0.00666667
2,oo,p,0.05333333
2,oo,r,0.10000000
2,oo,s,0.02666667
2,oo,t,0.10666667
2,oo,v,0.00666667
2,op,</s>,0.11724138
2,op,e,0.28965517
2,op,h,0.03448276
2,op,i,0.06896552
2,op,k,0.00689655
2,op,l,0.01379310
2,op,m,0.02068966
2,op,o,0.05517241
2,op,p,0.10344828
2,op,r,0.02758621
2,op,s,0.09655172
2,op,t,0.09655172
2,op,u,0.02758621
2,op,y,0.03448276
2,op,z,0.00689655
2,or,</s>,0.16943522
2,or,a,0.04983389
2,or,b,0.00498339
2,or,c,0.01827243
2,or,d,0.08637874
2,or,e,0.07308970
2,or,f,0.00166113
2,or,g,0.03654485
2,or,h,0.00166113
2,or,i,0.08637874
2,or,k,0.03986711
2,or,l,0.00996678
2,or,m,0.06810631
2,or,n,0.01993355
2,or,o,0.01162791
2,or,p,0.01495017
2,or,r,0.03156146
2,or,s,0.09634551
2,or,t,0.12956811
2,or,u,0.00498339
2,or,w,0.00664452
2,or,y,0.03820598
2,os,</s>,0.15028902
2,os,a,0.02890173
2,os,c,0.01156069
2,os,e,0.21965318
2,os,h,0.02890173
2,os,i,0.11560694
2,os,l,0.00578035
2,os,m,0.01156069
2,os,n,0.00578035
2,os,o,0.01156069
2,os,p,0.05780347
2,os,s,0.11560694
2,os,t,0.21387283
2,os,u,0.02312139
2,ot,</s>,0.13736264
2,ot,a,0.07692308
2,ot,b,0.00549451
2,ot,e,0.18131868
2,ot,h,0.12637363
2,ot,i,0.14285714
2,ot,k,0.00549451
2,ot,l,0.01098901
2,ot,m,0.00549451
2,ot,o,0.10989011
2,ot,r,0.00549451
2,ot,s,0.06043956
2,ot,t,0.10989011
2,ot,u,0.00549451
2,ot,w,0.00549451
2,ot,y,0.01098901
2,ou,</s>,0.01454545
2,ou,b,0.01454545
2,ou,c,0.00727273
2,ou,d,0.02181818
2,ou,g,0.07636364
2,ou,i,0.01454545
2,ou,l,0.04000000
2,ou,n,0.25454545
2,ou,p,0.02909091
2,ou,q,0.00363636
2,ou,r,0.19636364
2,ou,s,0.17090909
2,ou,t,0.15272727
2,ou,v,0.00363636
2,ov,</s>,0.01020408
2,ov,a,0.12244898
2,ov,e,0.67346939
2,ov,i,0.19387755
2,ow,</s>,0.28125000
2,ow,a,0.04687500
2,ow,b,0.01562500
2,ow,c,0.00781250
2,ow,d,0.01562500
2,ow,e,0.16406250
2,ow,h,0.00781250
2,ow,i,0.05468750
2,ow,l,0.05468750
2,ow,n,0.20312500
2,ow,s,0.12500000
2,ow,t,0.02343750
2,ox,</s>,0.50000000
2,ox,e,0.10000000
2,ox,f,0.05000000
2,ox,i,0.25000000
2,ox,y,0.10000000
2,oy,</s>,0.31250000
2,oy,a,0.06250000
2,oy,c,0.03125000
2,oy,d,0.06250000
2,oy,e,0.25000000
2,oy,i,0.06250000
2,oy,m,0.09375000
2,oy,o,0.03125000
2,oy,s,0.06250000
2,oy,u,0.03125000
2,oz,</s>,0.12500000
2,oz,a,0.25000000
2,oz,e,0.37500000
2,oz,i,0.12500000
2,oz,o,0.12500000
2,pa,</s>,0.01612903
2,pa,b,0.01209677
2,pa,c,0.09274194
2,pa,d,0.01612903
2,pa,g,0.02419355
2,pa,i,0.06854839
2,pa,k,0.00403226
2,pa,l,0.04838710
2,pa,m,0.01209677
2,pa,n,0.10887097
2,pa,p,0.03629032
2,pa,q,0.00806452
2,pa,r,0.30241935
2,pa,s,0.07661290
2,pa,t,0.12500000
2,pa,u,0.00403226
2,pa,v,0.00403226
2,pa,x,0.00403226
2,pa,y,0.03629032
2,pb,</s>,0.33333333
2,pb,b,0.33333333
2,pb,e,0.33333333
2,pc,</s>,0.42857143
2,pc,i,0.14285714
2,pc,o,0.14285714
2,pc,s,0.14285714
2,pc,t,0.14285714
2,pd,</s>,0.11111111
2,pd,a,0.66666667
2,pd,f,0.11111111
2,pd,t,0.11111111
2,pe,</s>,0.07540984
2,pe,a,0.07213115
2,pe,c,0.14754098
2,pe,d,0.04262295
2,pe,e,0.02622951
2,pe,f,0.00327869
2,pe,g,0.00983607
2,pe,l,0.01639344
2,pe,n,0.15409836
2,pe,o,0.00655738
2,pe,p,0.00327869
2,pe,r,0.34098361
2,pe,s,0.03606557
2,pe,t,0.05573770
2,pe,u,0.00327869
2,pe,x,0.00327869
2,pe,z,0.00327869
2,pf,</s>,0.50000000
2,pf,u,0.50000000
2,pg,</s>,0.50000000
2,pg,p,0.12500000
2,pg,r,0.37500000
2,ph,</s>,0.08510638
2,ph,a,0.13829787
2,ph,d,0.01063830
2,ph,e,0.13829787
2,ph,i,0.22340426
2,ph,o,0.19148936
2,ph,p,0.02127660
2,ph,r,0.02127660
2,ph,s,0.03191489
2,ph,y,0.13829787
2,pi,</s>,0.03333333
2,pi,a,0.01666667
2,pi,c,0.17500000
2,pi,d,0.04166667
2,pi,e,0.09166667
2,pi,g,0.00833333
2,pi,k,0.00833333
2,pi,l,0.07500000
2,pi,n,0.21666667
2,pi,o,0.04166667
2,pi,p,0.02500000
2,pi,r,0.12500000
2,pi,s,0.02500000
2,pi,t,0.08333333
2,pi,x,0.02500000
2,pi,z,0.00833333
2,pj,</s>,1.00000000
2,pk,</s>,0.50000000
2,pk,i,0.50000000
2,pl,</s>,0.01149425
2,pl,a,0.34482759
2,pl,c,0.00574713
2,pl,e,0.23563218
2,pl,i,0.21264368
2,pl,o,0.10919540
2,pl,u,0.03448276
2,pl,y,0.04597701
2,pm,</s>,0.27272727
2,pm,c,0.09090909
2,pm,e,0.54545455
2,pm,i,0.09090909
2,pn,</s>,0.75000000
2,pn,i,0.25000000
2,po,</s>,0.00865801
2,po,c,0.00865801
2,po,d,0.01731602
2,po,e,0.01731602
2,po,i,0.04761905
2,po,k,0.02164502
2,po,l,0.10389610
2,po,n,0.11688312
2,po,o,0.01731602
2,po,p,0.02597403
2,po,r,0.25541126
2,po,s,0.22943723
2,po,t,0.06060606
2,po,u,0.03030303
2,po,v,0.00432900
2,po,w,0.03463203
2,pp,</s>,0.02083333
2,pp,a,0.04166667
2,pp,c,0.01041667
2,pp,e,0.22916667
2,pp,h,0.01041667
2,pp,i,0.08333333
2,pp,l,0.20833333
2,pp,m,0.01041667
2,pp,o,0.18750000
2,pp,r,0.15625000
2,pp,s,0.01041667
2,pp,y,0.03125000
2,pr,</s>,0.00653595
2,pr,a,0.04575163
2,pr,e,0.29411765
2,pr,i,0.17320261
2,pr,o,0.47712418
2,pr,u,0.00326797
2,ps,</s>,0.75000000
2,ps,e,0.04687500
2,ps,h,0.03125000
2,ps,i,0.03125000
2,ps,o,0.06250000
2,ps,p,0.01562500
2,ps,t,0.01562500
2,ps,y,0.04687500
2,pt,</s>,0.21111111
2,pt,a,0.04444444
2,pt,c,0.01111111
2,pt,e,0.11111111
2,pt,h,0.01111111
2,pt,i,0.37777778
2,pt,l,0.01111111
2,pt,o,0.08888889
2,pt,s,0.06666667
2,pt,u,0.04444444
2,pt,y,0.02222222
2,pu,</s>,0.01369863
2,pu,a,0.01369863
2,pu,b,0.23287671
2,pu,e,0.01369863
2,pu,l,0.10958904
2,pu,m,0.02739726
2,pu,n,0.04109589
2,pu,p,0.02739726
2,pu,r,0.16438356
2,pu,s,0.08219178
2,pu,t,0.24657534
2,pu,z,0.02739726
2,pv,c,1.00000000
2,py,</s>,0.50000000
2,py,i,0.08333333
2,py,r,0.25000000
2,py,t,0.08333333
2,py,w,0.08333333
2,pz,i,1.00000000
2,qa,t,1.00000000
2,qc,</s>,1.00000000
2,qi,</s>,1.00000000
2,ql,</s>,0.66666667
2,ql,d,0.33333333
2,qs,</s>,1.00000000
2,qt,</s>,0.50000000
2,qt,y,0.50000000
2,qu,a,0.27722772
2,qu,e,0.37623762
2,qu,i,0.30693069
2,qu,o,0.03960396
2,ra,</s>,0.03904924
2,ra,b,0.02037351
2,ra,c,0.10696095
2,ra,d,0.05772496
2,ra,e,0.00339559
2,ra,f,0.01018676
2,ra,g,0.03735144
2,ra,h,0.00679117
2,ra,i,0.06621392
2,ra,k,0.00339559
2,ra,l,0.07640068
2,ra,m,0.04244482
2,ra,n,0.15789474
2,ra,o,0.00339559
2,ra,p,0.05942275
2,ra,q,0.00339559
2,ra,r,0.02546689
2,ra,s,0.02716469
2,ra,t,0.19015280
2,ra,u,0.00509338
2,ra,v,0.02037351
2,ra,w,0.01358234
2,ra,y,0.01867572
2,ra,z,0.00509338
2,rb,</s>,0.12121212
2,rb,a,0.30303030
2,rb,e,0.06060606
2,rb,i,0.21212121
2,rb,l,0.03030303
2,rb,o,0.18181818
2,rb,s,0.03030303
2,rb,y,0.06060606
2,rc,</s>,0.07142857
2,rc,a,0.03571429
2,rc,e,0.26190476
2,rc,h,0.34523810
2,rc,i,0.05952381
2,rc,l,0.02380952
2,rc,o,0.02380952
2,rc,r,0.02380952
2,rc,t,0.02380952
2,rc,u,0.09523810
2,rc,y,0.03571429
2,rd,</s>,0.38759690
2,rd,a,0.05426357
2,rd,c,0.00775194
2,rd,e,0.17829457
2,rd,i,0.14728682
2,rd,l,0.02325581
2,rd,o,0.01550388
2,rd,p,0.00775194
2,rd,s,0.16279070
2,rd,w,0.01550388
2,re,</s>,0.13810484
2,re,a,0.10483871
2,re,b,0.00705645
2,re,c,0.07157258
2,re,d,0.08971774
2,re,e,0.04536290
2,re,f,0.03830645
2,re,g,0.02923387
2,re,h,0.00504032
2,re,i,0.00403226
2,re,j,0.00201613
2,re,k,0.00201613
2,re,l,0.04233871
2,re,m,0.03931452
2,re,n,0.05745968
2,re,o,0.00403226
2,re,p,0.04939516
2,re,q,0.01512097
2,re,r,0.00504032
2,re,s,0.16935484
2,re,t,0.03225806
2,re,u,0.00201613
2,re,v,0.02923387
2,re,w,0.01209677
2,re,y,0.00504032
2,rf,</s>,0.08000000
2,rf,a,0.20000000
2,rf,c,0.04000000
2,rf,e,0.12000000
2,rf,i,0.08000000
2,rf,l,0.04000000
2,rf,o,0.32000000
2,rf,u,0.12000000
2,rg,</s>,0.09333333
2,rg,a,0.22666667
2,rg,e,0.41333333
2,rg,h,0.02666667
2,rg,i,0.09333333
2,rg,o,0.04000000
2,rg,r,0.02666667
2,rg,u,0.05333333
2,rg,y,0.02666667
2,rh,</s>,0.14285714
2,rh,a,0.28571429
2,rh,e,0.14285714
2,rh,o,0.28571429
2,rh,y,0.14285714
2,ri,</s>,0.01426025
2,ri,a,0.08021390
2,ri,b,0.06060606
2,ri,c,0.10516934
2,ri,d,0.03743316
2,ri,e,0.12477718
2,ri,f,0.01247772
2,ri,g,0.02852050
2,ri,j,0.00178253
2,ri,k,0.00713012
2,ri,l,0.01782531
2,ri,m,0.02317291
2,ri,n,0.15686275
2,ri,o,0.04634581
2,ri,p,0.04278075
2,ri,s,0.08556150
2,ri,t,0.09090909
2,ri,u,0.00534759
2,ri,v,0.03565062
2,ri,x,0.00356506
2,ri,z,0.01960784
2,rj,</s>,1.00000000
2,rk,</s>,0.37704918
2,rk,a,0.03278689
2,rk,e,0.24590164
2,rk,f,0.03278689
2,rk,i,0.08196721
2,rk,n,0.01639344
2,rk,o,0.01639344
2,rk,p,0.01639344
2,rk,s,0.18032787
2,rl,</s>,0.16981132
2,rl,a,0.05660377
2,rl,d,0.07547170
2,rl,e,0.07547170
2,rl,f,0.01886792
2,rl,i,0.22641509
2,rl,o,0.05660377
2,rl,s,0.03773585
2,rl,y,0.28301887
2,rm,</s>,0.21100917
2,rm,a,0.26605505
2,rm,e,0.12844037
2,rm,f,0.00917431
2,rm,i,0.20183486
2,rm,o,0.05504587
2,rm,s,0.09174312
2,rm,u,0.01834862
2,rm,w,0.00917431
2,rm,y,0.00917431
2,rn,</s>,0.21649485
2,rn,a,0.22680412
2,rn,e,0.22680412
2,rn,i,0.18556701
2,rn,m,0.03092784
2,rn,o,0.04123711
2,rn,s,0.06185567
2,rn,w,0.01030928
2,ro,</s>,0.02941176
2,ro,a,0.03431373
2,ro,b,0.03921569
2,ro,c,0.05882353
2,ro,d,0.05637255
2,ro,e,0.00490196
2,ro,f,0.02205882
2,ro,g,0.03431373
2,ro,h,0.00245098
2,ro,i,0.00245098
2,ro,j,0.01470588
2,ro,k,0.01225490
2,ro,l,0.07107843
2,ro,m,0.06372549
2,ro,n,0.06372549
2,ro,o,0.04901961
2,ro,p,0.06862745
2,ro,r,0.02696078
2,ro,s,0.04901961
2,ro,t,0.04656863
2,ro,u,0.09558824
2,ro,v,0.06862745
2,ro,w,0.05392157
2,ro,x,0.01225490
2,ro,y,0.01470588
2,ro,z,0.00490196
2,rp,</s>,0.13888889
2,rp,e,0.05555556
2,rp,g,0.02777778
2,rp,h,0.02777778
2,rp,l,0.08333333
2,rp,m,0.02777778
2,rp,o,0.30555556
2,rp,r,0.22222222
2,rp,s,0.02777778
2,rp,t,0.05555556
2,rp,u,0.02777778
2,rq,u,1.00000000
2,rr,</s>,0.00877193
2,rr,a,0.17543860
2,rr,e,0.23684211
2,rr,i,0.28070175
2,rr,o,0.14035088
2,rr,p,0.00877193
2,rr,u,0.00877193
2,rr,y,0.14035088
2,rs,</s>,0.73831776
2,rs,a,0.01246106
2,rs,b,0.00311526
2,rs,c,0.00311526
2,rs,d,0.00311526
2,rs,e,0.07476636
2,rs,h,0.03738318
2,rs,i,0.03738318
2,rs,m,0.00311526
2,rs,o,0.04049844
2,rs,p,0.00623053
2,rs,s,0.00311526
2,rs,t,0.02180685
2,rs,u,0.01246106
2,rs,y,0.00311526
2,rt,</s>,0.20796460
2,rt,a,0.07079646
2,rt,c,0.00442478
2,rt,e,0.09734513
2,rt,f,0.00884956
2,rt,g,0.00884956
2,rt,h,0.08407080
2,rt,i,0.21238938
2,rt,l,0.02212389
2,rt,m,0.02212389
2,rt,n,0.01769912
2,rt,o,0.02212389
2,rt,r,0.01769912
2,rt,s,0.11504425
2,rt,u,0.05309735
2,rt,w,0.00442478
2,rt,y,0.03097345
2,ru,</s>,0.05102041
2,ru,a,0.01020408
2,ru,b,0.03061224
2,ru,c,0.22448980
2,ru,d,0.01020408
2,ru,e,0.01020408
2,ru,g,0.08163265
2,ru,i,0.06122449
2,ru,l,0.05102041
2,ru,m,0.10204082
2,ru,n,0.10204082
2,ru,p,0.02040816
2,ru,r,0.01020408
2,ru,s,0.19387755
2,ru,t,0.03061224
2,ru,z,0.01020408
2,rv,</s>,0.01960784
2,rv,a,0.21568627
2,rv,e,0.47058824
2,rv,i,0.25490196
2,rv,o,0.03921569
2,rw,</s>,0.16666667
2,rw,a,0.41666667
2,rw,e,0.25000000
2,rw,i,0.16666667
2,rx,</s>,1.00000000
2,ry,</s>,0.88741722
2,ry,a,0.01986755
2,ry,b,0.00662252
2,ry,d,0.00662252
2,ry,e,0.00662252
2,ry,i,0.01986755
2,ry,l,0.01324503
2,ry,o,0.00662252
2,ry,p,0.00662252
2,ry,s,0.01324503
2,ry,t,0.00662252
2,ry,w,0.00662252
2,rz,e,1.00000000
2,sa,</s>,0.07913669
2,sa,a,0.00719424
2,sa,b,0.02877698
2,sa,c,0.04316547
2,sa,d,0.02158273
2,sa,f,0.03597122
2,sa,g,0.07194245
2,sa,i,0.03597122
2,sa,k,0.00719424
2,sa,l,0.13669065
2,sa,m,0.06474820
2,sa,n,0.10071942
2,sa,o,0.00719424
2,sa,p,0.02158273
2,sa,r,0.05035971
2,sa,s,0.03597122
2,sa,t,0.10071942
2,sa,u,0.02877698
2,sa,v,0.07194245
2,sa,w,0.00719424
2,sa,y,0.04316547
2,sb,</s>,0.16666667
2,sb,a,0.16666667
2,sb,e,0.08333333
2,sb,i,0.16666667
2,sb,j,0.08333333
2,sb,n,0.08333333
2,sb,o,0.08333333
2,sb,u,0.16666667
2,sc,</s>,0.04285714
2,sc,a,0.12142857
2,sc,e,0.06428571
2,sc,h,0.12857143
2,sc,i,0.09285714
2,sc,l,0.04285714
2,sc,o,0.17142857
2,sc,r,0.25000000
2,sc,s,0.01428571
2,sc,u,0.07142857
2,sd,</s>,0.30000000
2,sd,a,0.50000000
2,sd,i,0.10000000
2,sd,o,0.10000000
2,se,</s>,0.22746781
2,se,a,0.05364807
2,se,b,0.00214592
2,se,c,0.04506438
2,se,d,0.09012876
2,se,e,0.03218884
2,se,f,0.00214592
2,se,g,0.00643777
2,se,h,0.00429185
2,se,l,0.06866953
2,se,m,0.02575107
2,se,n,0.10515021
2,se,o,0.00214592
2,se,p,0.01716738
2,se,q,0.01716738
2,se,r,0.10300429
2,se,s,0.11587983
2,se,t,0.03862661
2,se,u,0.00429185
2,se,v,0.00858369
2,se,w,0.00858369
2,se,x,0.01716738
2,se,y,0.00429185
2,sf,</s>,0.08333333
2,sf,a,0.16666667
2,sf,e,0.25000000
2,sf,i,0.08333333
2,sf,o,0.16666667
2,sf,u,0.16666667
2,sf,y,0.08333333
2,sg,</s>,0.28571429
2,sg,i,0.28571429
2,sg,o,0.14285714
2,sg,s,0.28571429
2,sh,</s>,0.22110553
2,sh,a,0.13567839
2,sh,e,0.15577889
2,sh,i,0.23115578
2,sh,l,0.01005025
2,sh,m,0.01005025
2,sh,o,0.21608040
2,sh,u,0.01507538
2,sh,v,0.00502513
2,si,</s>,0.00835655
2,si,a,0.03064067
2,si,b,0.03621170
2,si,c,0.05013928
2,si,d,0.06685237
2,si,e,0.01392758
2,si,f,0.00835655
2,si,g,0.08356546
2,si,l,0.02506964
2,si,m,0.03899721
2,si,n,0.14484680
2,si,o,0.20612813
2,si,p,0.00835655
2,si,r,0.01114206
2,si,s,0.08356546
2,si,t,0.12256267
2,si,u,0.00278552
2,si,v,0.04456825
2,si,x,0.00557103
2,si,z,0.00835655
2,sk,</s>,0.20000000
2,sk,a,0.11428571
2,sk,e,0.11428571
2,sk,i,0.31428571
2,sk,s,0.11428571
2,sk,t,0.05714286
2,sk,u,0.02857143
2,sk,y,0.05714286
2,sl,</s>,0.07843137
2,sl,a,0.29411765
2,sl,e,0.17647059
2,sl,i,0.19607843
2,sl,o,0.15686275
2,sl,y,0.09803922
2,sm,</s>,0.21621622
2,sm,a,0.18918919
2,sm,e,0.18918919
2,sm,i,0.18918919
2,sm,o,0.10810811
2,sm,s,0.08108108
2,sm,t,0.02702703
2,sn,</s>,0.30769231
2,sn,a,0.23076923
2,sn,e,0.23076923
2,sn,i,0.07692308
2,sn,o,0.15384615
2,so,</s>,0.02173913
2,so,a,0.01086957
2,so,c,0.07065217
2,so,d,0.01630435
2,so,f,0.03260870
2,so,i,0.00543478
2,so,l,0.15760870
2,so,m,0.06521739
2,so,n,0.32608696
2,so,o,0.01086957
2,so,p,0.01086957
2,so,r,0.15760870
2,so,t,0.00543478
2,so,u,0.09782609
2,so,v,0.00543478
2,so,x,0.00543478
2,sp,</s>,0.02500000
2,sp,a,0.14375000
2,sp,e,0.38125000
2,sp,h,0.01875000
2,sp,i,0.10625000
2,sp,l,0.03125000
2,sp,n,0.00625000
2,sp,o,0.20000000
2,sp,r,0.05625000
2,sp,s,0.00625000
2,sp,u,0.01250000
2,sp,y,0.01250000
2,sq,</s>,0.20000000
2,sq,l,0.40000000
2,sq,u,0.40000000
2,sr,</s>,0.28571429
2,sr,a,0.28571429
2,sr,c,0.14285714
2,sr,i,0.14285714
2,sr,o,0.14285714
2,ss,</s>,0.25291829
2,ss,a,0.06614786
2,ss,e,0.20622568
2,ss,f,0.00778210
2,ss,i,0.31517510
2,ss,l,0.00389105
2,ss,m,0.01167315
2,ss,n,0.00389105
2,ss,o,0.05447471
2,ss,p,0.00389105
2,ss,r,0.00389105
2,ss,u,0.05447471
2,ss,w,0.01167315
2,ss,y,0.00389105
2,st,</s>,0.19218750
2,st,a,0.17812500
2,st,b,0.00156250
2,st,c,0.00312500
2,st,d,0.00156250
2,st,e,0.14218750
2,st,h,0.00156250
2,st,i,0.12812500
2,st,l,0.00625000
2,st,m,0.00937500
2,st,o,0.08281250
2,st,p,0.00312500
2,st,r,0.16718750
2,st,s,0.04375000
2,st,u,0.02968750
2,st,y,0.00937500
2,su,</s>,0.00966184
2,su,a,0.02898551
2,su,b,0.15458937
2,su,c,0.02898551
2,su,d,0.01449275
2,su,e,0.02898551
2,su,f,0.02415459
2,su,g,0.03381643
2,su,i,0.04347826
2,su,l,0.06763285
2,su,m,0.07729469
2,su,n,0.04347826
2,su,p,0.11111111
2,su,r,0.25603865
2,su,s,0.07246377
2,su,z,0.00483092
2,sv,</s>,0.50000000
2,sv,i,0.50000000
2,sw,</s>,0.06896552
2,sw,a,0.13793103
2,sw,e,0.24137931
2,sw,i,0.41379310
2,sw,o,0.13793103
2,sy,</s>,0.20000000
2,sy,c,0.08571429
2,sy,d,0.02857143
2,sy,l,0.05714286
2,sy,m,0.20000000
2,sy,n,0.22857143
2,sy,r,0.05714286
2,sy,s,0.14285714
2,ta,</s>,0.05526316
2,ta,b,0.06842105
2,ta,c,0.04210526
2,ta,d,0.00526316
2,ta,f,0.00526316
2,ta,g,0.03947368
2,ta,h,0.00526316
2,ta,i,0.10000000
2,ta,k,0.02894737
2,ta,l,0.16052632
2,ta,m,0.02105263
2,ta,n,0.14473684
2,ta,p,0.00789474
2,ta,r,0.09736842
2,ta,s,0.01315789
2,ta,t,0.16842105
2,ta,u,0.00789474
2,ta,w,0.00263158
2,ta,x,0.01315789
2,ta,y,0.01315789
2,tb,</s>,0.10000000
2,tb,a,0.50000000
2,tb,o,0.40000000
2,tc,</s>,0.08333333
2,tc,a,0.05555556
2,tc,h,0.72222222
2,tc,o,0.05555556
2,tc,p,0.02777778
2,tc,u,0.02777778
2,tc,y,0.02777778
2,td,</s>,0.60000000
2,td,o,0.40000000
2,te,</s>,0.17484277
2,te,a,0.01761006
2,te,b,0.00251572
2,te,c,0.03396226
2,te,d,0.19119497
2,te,e,0.02264151
2,te,f,0.00125786
2,te,g,0.01509434
2,te,i,0.00377358
2,te,l,0.04276730
2,te,m,0.03270440
2,te,n,0.07295597
2,te,p,0.00503145
2,te,r,0.28176101
2,te,s,0.07672956
2,te,u,0.00125786
2,te,v,0.00503145
2,te,w,0.00377358
2,te,x,0.01509434
2,tf,</s>,0.16666667
2,tf,o,0.66666667
2,tf,t,0.16666667
2,tg,a,0.50000000
2,tg,o,0.25000000
2,tg,p,0.25000000
2,th,</s>,0.19531250
2,th,a,0.04687500
2,th,c,0.00390625
2,th,d,0.00781250
2,th,e,0.31250000
2,th,i,0.08984375
2,th,l,0.01562500
2,th,m,0.01562500
2,th,n,0.00390625
2,th,o,0.12109375
2,th,q,0.00390625
2,th,r,0.08593750
2,th,s,0.02343750
2,th,u,0.04296875
2,th,w,0.00781250
2,th,y,0.02343750
2,ti,</s>,0.00708502
2,ti,a,0.03036437
2,ti,b,0.00708502
2,ti,c,0.09109312
2,ti,d,0.00101215
2,ti,e,0.04149798
2,ti,f,0.02125506
2,ti,g,0.01113360
2,ti,l,0.01315789
2,ti,m,0.03441296
2,ti,n,0.14878543
2,ti,o,0.43421053
2,ti,p,0.00303644
2,ti,q,0.00303644
2,ti,r,0.00708502
2,ti,s,0.02834008
2,ti,t,0.03846154
2,ti,u,0.00303644
2,ti,v,0.07287449
2,ti,z,0.00303644
2,tk,</s>,0.50000000
2,tk,b,0.50000000
2,tl,</s>,0.01470588
2,tl,a,0.07352941
2,tl,e,0.39705882
2,tl,i,0.07352941
2,tl,o,0.01470588
2,tl,y,0.42647059
2,tm,</s>,0.07142857
2,tm,a,0.14285714
2,tm,e,0.57142857
2,tm,i,0.03571429
2,tm,l,0.07142857
2,tm,o,0.07142857
2,tm,p,0.03571429
2,tn,</s>,0.08333333
2,tn,a,0.16666667
2,tn,e,0.66666667
2,tn,i,0.08333333
2,to,</s>,0.05960265
2,to,b,0.01324503
2,to,c,0.02317881
2,to,d,0.01324503
2,to,e,0.00993377
2,to,g,0.02317881
2,to,i,0.00331126
2,to,k,0.00662252
2,to,l,0.01986755
2,to,m,0.08609272
2,to,n,0.14238411
2,to,o,0.04635762
2,to,p,0.04304636
2,to,r,0.39735099
2,to,s,0.02317881
2,to,t,0.01324503
2,to,u,0.03311258
2,to,w,0.02980132
2,to,x,0.00331126
2,to,y,0.00993377
2,tp,</s>,0.40000000
2,tp,a,0.10000000
2,tp,l,0.10000000
2,tp,o,0.10000000
2,tp,r,0.10000000
2,tp,u,0.20000000
2,tr,</s>,0.00849858
2,tr,a,0.38526912
2,tr,e,0.12747875
2,tr,i,0.22379603
2,tr,l,0.00283286
2,tr,o,0.11614731
2,tr,u,0.09915014
2,tr,y,0.03682720
2,ts,</s>,0.93406593
2,ts,b,0.00366300
2,ts,c,0.01831502
2,ts,e,0.00732601
2,ts,i,0.00366300
2,ts,m,0.00366300
2,ts,o,0.01098901
2,ts,t,0.00366300
2,ts,u,0.01098901
2,ts,w,0.00366300
2,tt,</s>,0.06611570
2,tt,a,0.09917355
2,tt,e,0.40495868
2,tt,h,0.00826446
2,tt,i,0.14049587
2,tt,l,0.09090909
2,tt,o,0.05785124
2,tt,p,0.00826446
2,tt,r,0.05785124
2,tt,s,0.03305785
2,tt,y,0.03305785
2,tu,</s>,0.00609756
2,tu,a,0.09146341
2,tu,b,0.01829268
2,tu,c,0.01829268
2,tu,d,0.08536585
2,tu,e,0.01829268
2,tu,f,0.01219512
2,tu,g,0.01219512
2,tu,i,0.01219512
2,tu,l,0.01219512
2,tu,m,0.03658537
2,tu,n,0.07317073
2,tu,p,0.02439024
2,tu,r,0.46951220
2,tu,s,0.01829268
2,tu,t,0.09146341
2,tv,</s>,0.60000000
2,tv,i,0.20000000
2,tv,s,0.20000000
2,tw,a,0.05882353
2,tw,e,0.29411765
2,tw,i,0.35294118
2,tw,o,0.29411765
2,tx,</s>,1.00000000
2,ty,</s>,0.89473684
2,ty,h,0.00751880
2,ty,l,0.04511278
2,ty,p,0.04511278
2,ty,s,0.00751880
2,tz,e,1.00000000
2,ua,</s>,0.04950495
2,ua,b,0.00990099
2,ua,d,0.02970297
2,ua,g,0.01980198
2,ua,k,0.00990099
2,ua,l,0.41584158
2,ua,m,0.00990099
2,ua,n,0.07920792
2,ua,r,0.16831683
2,ua,t,0.18811881
2,ua,y,0.01980198
2,ub,</s>,0.06944444
2,ub,a,0.06944444
2,ub,b,0.04166667
2,ub,c,0.01388889
2,ub,d,0.01388889
2,ub,e,0.05555556
2,ub,i,0.02777778
2,ub,j,0.04166667
2,ub,l,0.26388889
2,ub,m,0.08333333
2,ub,s,0.25000000
2,ub,t,0.02777778
2,ub,u,0.02777778
2,ub,y,0.01388889
2,uc,</s>,0.01136364
